"Rank","AvgValidacoes","Folder","LoadBalancer","Language","Framework","Database","ErrorCount","Link"
"376","46.414634","mateuscolvr","custom","OCaml","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mateuscolvr"
"377","46.544715","rhsobr-bun","nginx","unknown","bun","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rhsobr-bun"
"378","46.560976","victornfb","nginx","javascript","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victornfb"
"379","46.650407","santannaf_webflux","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_webflux"
"380","48.04065","gcrispino-pgx","nginx","go","echo","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gcrispino-pgx"
"381","48.642276","ruhtar","nginx",".net_8","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ruhtar"
"382","50.357724","eddcp-nodejs","nginx","nodejs","fastify","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/eddcp-nodejs"
"383","50.512195","noriller-4","nginx","unknown","next.js","better-sqlite3","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller-4"
"384","51.235772","cairocampos98","nginx","unknown","bun","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cairocampos98"
"385","52.593496","sinatrinha-do-povo","nginx","ruby","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/sinatrinha-do-povo"
"386","52.626016","itujo-minimal-node-uws","nginx","node","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/itujo-minimal-node-uws"
"387","52.772358","vitor_weirich_java_network_host","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitor_weirich_java_network_host"
"388","52.95935","deno-cassiogangrel","custom","unknown","deno","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/deno-cassiogangrel"
"389","53.227642","santannaf_webflux_wu","nginx","kotlin","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/santannaf_webflux_wu"
"390","53.325203","lobomfz","nginx","unknown","bun","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lobomfz"
"391","54.00813","devblack21","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/devblack21"
"392","54.373984","felipma-rust","nginx","rust","axum","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipma-rust"
"393","54.552846","Edmar-Sousa","nginx","php","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/Edmar-Sousa"
"394","55.113821","rafaelpadovezi-django","nginx","python","django","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi-django"
"395","55.487805","felipebossolani-dotnet9-preview","nginx","unknown","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipebossolani-dotnet9-preview"
"396","56.02439","noriller-5","nginx","ts","next.js","better-sqlite3","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/noriller-5"
"397","56.130081","pedro-azevedo-e-matheus-gomes-nodejs","nginx","nodejs","express","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedro-azevedo-e-matheus-gomes-nodejs"
"398","57.943089","ramondelemos","nginx","elixir","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ramondelemos"
"399","58.577236","dagneifilho","nginx",".NET","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dagneifilho"
"400","58.934959","tonico","custom","ruby","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tonico"
"401","59.162602","arrudaricardo-02","nginx","go","unknown","postgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arrudaricardo-02"
"402","59.764228","mangar-golang","nginx","Golang","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mangar-golang"
"403","59.845528","dsinmsdj","custom","perl","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dsinmsdj"
"404","62.731707","savio04","nginx","nodejs","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/savio04"
"405","63.829268","lipe1994_dotnet_minimal_api","","","","","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lipe1994_dotnet_minimal_api"
"406","64.626016","exemplo","nginx","clojure","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/exemplo"
"407","64.666667","rodrixl","nginx","python","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rodrixl"
"408","66.560976","alexsiilvaa","nginx",".NET","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alexsiilvaa"
"409","67.268293","geraldojrcg-swift","custom","swift","vapor","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geraldojrcg-swift"
"410","67.406504","emanuel-xavier-rust","nginx","rust","axum","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/emanuel-xavier-rust"
"411","67.943089","giovannibassi-vb","envoy","vb","aspnet","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/giovannibassi-vb"
"412","69.073171","matheusdojava","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheusdojava"
"413","71.02439","ircnelson","nginx","C#","ASP.NET_Core","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ircnelson"
"414","71.146341","rafaelpadovezi-django-orm","nginx","python","django","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi-django-orm"
"415","72.300813","danilo-nodejs","nginx","nodejs","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/danilo-nodejs"
"416","72.634146","LuisKpBeta","nginx","C#","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/LuisKpBeta"
"417","72.910569","tiagorconceicao-node","nginx","node.js","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tiagorconceicao-node"
"418","74.487805","robertoseba","nginx","Javascript/Typescript","NestJs","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/robertoseba"
"419","77.447154","bbonagura9","nginx","go","gin","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bbonagura9"
"420","78.626016","hallexcosta-hyperf","nginx","php","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hallexcosta-hyperf"
"421","78.902439","luan-javalin","custom","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luan-javalin"
"422","81.105691","vpithan-bun","nginx","clojure","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vpithan-bun"
"423","81.268293","glauco-filho-01","nginx","unknown","fastapi","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/glauco-filho-01"
"424","82.455285","lipe1994_dotnet","nginx","csharp","aspnet","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lipe1994_dotnet"
"425","82.560976","vhogemann","custom","F#","Falco","Postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vhogemann"
"426","82.934959","schrammel-bun-prisma","custom","unknown","bun","unknown","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/schrammel-bun-prisma"
"427","83.463415","tagliatti","nginx","csharp","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tagliatti"
"428","84.764228","andre-gbi-aspnet","nginx","c#","aspnet","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/andre-gbi-aspnet"
"429","86.97561","lazaronixon","custom","ruby_on_rails","unknown","sqlite","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lazaronixon"
"430","89.626016","jjeanjacques10","custom","Kotlin","Spring_Boot","Postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jjeanjacques10"
"431","89.731707","mdamaceno-ada","nginx","ada","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mdamaceno-ada"
"432","95.739837","dionesvfreitas","nginx","typescript","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dionesvfreitas"
"433","98.097561","vitorbgs","nginx",".NET","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorbgs"
"434","99","lucassperez-go-crebito","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucassperez-go-crebito"
"435","99.146341","zan-clojure-01","nginx","clojure","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zan-clojure-01"
"436","105.95935","cleverton-rocha","nginx","typescript","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleverton-rocha"
"437","108.723577","felipebossolani-dotnet","nginx","dotnet","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipebossolani-dotnet"
"438","108.95935","kalelMartinho_fastapi","custom","python","fastapi","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kalelMartinho_fastapi"
"439","116.357724","gabriel-roque","nginx","NodeJs","unknown","PostgresSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gabriel-roque"
"440","121.601626","jorgehrique-dotnet","nginx","c#","unknown","mongodb","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jorgehrique-dotnet"
"441","125.569106","buemura-nestjs","nginx","Node","unknown","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/buemura-nestjs"
"442","126.04878","leandroaa","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leandroaa"
"443","126.227642","tomer","nginx","rust","unknown","sqlite","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tomer"
"444","128.447154","lucas_delboni","nginx","unknown","ktor","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucas_delboni"
"445","128.934959","thyagopiske-dotnet","nginx","dotnet","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thyagopiske-dotnet"
"446","138.577236","thiagorigonatti-java-core","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagorigonatti-java-core"
"447","144.089431","brunolipe-a","nginx","nodejs","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/brunolipe-a"
"448","146.146341","gcrispino","nginx","go","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gcrispino"
"449","148.03252","tonholis-dotnet","nginx","C#","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tonholis-dotnet"
"450","151.382114","gustavofbreunig","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gustavofbreunig"
"451","158.617886","rafaelpadovezi-mongo","nginx","unknown","unknown","mongodb","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi-mongo"
"452","168.731707","dowingows-phalcon-php","nginx","php","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dowingows-phalcon-php"
"453","169.138211","agostinho","nginx","ruby","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/agostinho"
"454","171.593496","zetos-bun","nginx","unknown","bun","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/zetos-bun"
"455","189.528455","tortuga","custom","ruby","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/tortuga"
"456","192.105691","cleidiano","nginx","kotlin","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleidiano"
"457","199.642276","mariofronza-kotlin","nginx","kotlin","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mariofronza-kotlin"
"458","214.04065","arrudaricardo-01","nginx","unknown","bun","PostgreSQL","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arrudaricardo-01"
"459","233.837398","bbeluco","nginx","dotnet","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bbeluco"
"460","241.764228","joaojr13","nginx","dotnet","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/joaojr13"
"461","261.463415","franklaercio","nginx","java","unknown","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/franklaercio"
"462","262.219512","marcelo-lucas-dotnet-1","custom",".NET","unknown","Postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcelo-lucas-dotnet-1"
"463","282.601626","viniville-spring-webmvc","nginx","java","Spring_Boot_3_-_Web_MVC","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniville-spring-webmvc"
"464","295.739837","rafaelpadovezi","nginx","unknown","aspnet","postgresql","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelpadovezi"
"465","299.406504","viniville-spring-webflux","nginx","java","Spring_Boot_3_-_WebFlux","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniville-spring-webflux"
"466","312.878049","daniloflorenzano","nginx","dotnet","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/daniloflorenzano"
"467","313.634146","david-silva","nginx","java","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/david-silva"
"468","337.642276","macielti","nginx","clojure","unknown","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/macielti"
"469","359.113821","carlosdemarco","nginx","java","webflux","postgres","0","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/carlosdemarco"
"470","16.422764","kleytonsolinho-golang","nginx","go","unknown","mysql","1","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/kleytonsolinho-golang"
"471","29.292683","marcusadriano-go","nginx","golang","fiber","postgres","1","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcusadriano-go"
"472","13.03252","lm-bunsh","nginx","unknown","bun","sqlite3","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lm-bunsh"
"473","13.926829","victor-marcolino","nginx","go","unknown","postgres","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victor-marcolino"
"474","28.487805","gbfonseca","nginx","rust","unknown","mongodb","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gbfonseca"
"475","38.585366","garodrigues","nginx","python","fastapi","postgres","2","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/garodrigues"
"476","13.04878","marcoseckart","nginx","rust","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcoseckart"
"477","13.609756","samluiz","nginx","Go","Fiber","Postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/samluiz"
"478","14.02439","adrianbueno-rocket","nginx","rust","unknown","mongodb","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adrianbueno-rocket"
"479","14.284553","aysion_bun","nginx","unknown","bun","SQLite","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/aysion_bun"
"480","15.95935","marcusxavierr","nginx","Go","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/marcusxavierr"
"481","16.113821","PedroHenriquevr","nginx","rust","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/PedroHenriquevr"
"482","17.829268","hass-rust","nginx","rust","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hass-rust"
"483","18.284553","breno5g","nginx","go","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/breno5g"
"484","19.243902","williammaia","nginx","go","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williammaia"
"485","19.96748","viniciusamc-golang","nginx","golang","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/viniciusamc-golang"
"486","21.292683","diegomarques-springboot","nginx","java","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diegomarques-springboot"
"487","21.365854","gwoliveira-no-db-lock","custom","kotlin","ktor","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gwoliveira-no-db-lock"
"488","22.96748","hfurlan","nginx","go","unknown","postgresql","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hfurlan"
"489","23.577236","diogoviana","nginx","ruby","sinatra","SQLite","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/diogoviana"
"490","25.666667","julianojj","","","","","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/julianojj"
"491","26.065041","rogerbu-java","nginx","java","unknown","postgresql","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rogerbu-java"
"492","28.252033","PatrickChagastavares","nginx","Golang","Echo_web_framework","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/PatrickChagastavares"
"493","28.536585","java-cassiogangrel","custom","unknown","aspnet","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/java-cassiogangrel"
"494","30.520325","gabrielfmagalhaes","nginx","java","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gabrielfmagalhaes"
"495","33.373984","leoggo_golang","nginx","golang","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leoggo_golang"
"496","34.471545","heitor-ps","nginx","NodeJS","Express","Postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/heitor-ps"
"497","36.585366","rafaelleoni","traefik","golang","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rafaelleoni"
"498","38.276423","ptrecenti","nginx","java","unknown","postgresql","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ptrecenti"
"499","39.642276","leoggo_rust","nginx","rust","actix_web","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/leoggo_rust"
"500","39.650407","NathanFirmo","nginx","go","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/NathanFirmo"
"501","40.422764","jonattas_bunjs","nginx","typescript","unknown","postgresql","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jonattas_bunjs"
"502","43.382114","eu_fountai","custom","Node","http","Postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/eu_fountai"
"503","44.00813","BrayaOrtega","custom",".NET","unknown","PostgreSQL","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/BrayaOrtega"
"504","47.243902","yMarceloMaia","custom","node","express","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/yMarceloMaia"
"505","59.195122","biigode","nginx","node.js","unknown","PostgreSQL","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/biigode"
"506","79.121951","aysion_nodejs","nginx","nodeJS","unknown","mariaDB","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/aysion_nodejs"
"507","84.658537","glauberborges","nginx","PHP","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/glauberborges"
"508","85.772358","luizfrra","nginx","unknown","javalin","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/luizfrra"
"509","87.878049","lukaskj-ts","nginx","typescript","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lukaskj-ts"
"510","93.626016","direisc","nginx","node","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/direisc"
"511","106.512195","josebaroni-postgrest","nginx","unknown","unknown","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/josebaroni-postgrest"
"512","168.02439","accerqueira-redbean-atw-down","redbean","unknown","redbean","redbean","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/accerqueira-redbean-atw-down"
"513","240.609756","samuelfr7","nginx","unknown","bun","postgres","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/samuelfr7"
"514","257.609756","thiagosantana","nginx","Java","unknown","mongodb","3","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/thiagosantana"
"515","16.577236","nicolasmmb","nginx","go","unknown","postgresql","4","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nicolasmmb"
"516","19.04878","fabiokleis","nginx","erlang","unknown","postgres","4","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fabiokleis"
"517","21.333333","vkobinski","nginx","rust","unknown","postgres","5","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vkobinski"
"518","30.398374","renanvm","nginx","java","unknown","postgres","5","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/renanvm"
"519","64.081301","ydotnet","nginx","dotnet","unknown","postgres","6","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ydotnet"
"520","10.585366","omurilo-perl","nginx","perl","unknown","sqlite","7","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/omurilo-perl"
"521","11.268293","pedrohenriquea","nginx","go","unknown","postgres","8","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/pedrohenriquea"
"522","36.471545","cleverson-flask","nginx","Python","unknown","postgres","8","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/cleverson-flask"
"523","50.170732","gutkedu-nodejs","custom","nodejs","unknown","postgresql","8","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gutkedu-nodejs"
"524","17.804878","geffersonFerraz-http3","custom","go","unknown","mongo","10","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geffersonFerraz-http3"
"525","16.666667","bcaua","custom",".NET_Core","unknown","PostgreSQL","11","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/bcaua"
"526","17.829268","raphaelmonticello","nginx","go","fiber","postgres","12","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/raphaelmonticello"
"527","13.764228","alexandrepossebom-golang","nginx","golang","unknown","postgres","16","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/alexandrepossebom-golang"
"528","18.02439","geffersonFerraz-http2","Caddy","Go","unknown","Mongo","17","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/geffersonFerraz-http2"
"529","259.788618","guimadev-kotlin","nginx","kotlin","unknown","postgres","19","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/guimadev-kotlin"
"530","15.837398","erickcestari","nginx","rust","ntex","postgres","20","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/erickcestari"
"531","19.211382","lucasSSalgadov2","custom","golang","unknown","postgres","20","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasSSalgadov2"
"532","21.585366","rof20004","nginx","go","unknown","postgres","20","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rof20004"
"533","22.609756","rigottig","nginx","rust","unknown","postgres","20","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/rigottig"
"534","58.398374","erick-lucca-nodejs","nginx","nodejs","express","postgres","20","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/erick-lucca-nodejs"
"535","204.99187","victorverdoodt","nginx",".NET","unknown","postgres","20","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victorverdoodt"
"536","10.260163","hstreb-vertx","nginx","java","vertx","PostgreSQL","21","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/hstreb-vertx"
"537","38.121951","paulohenriquesn-python","nginx","python","unknown","postgres","21","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/paulohenriquesn-python"
"538","47.747967","g-otn","nginx","javascript","hyperexpress","postgresql","21","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/g-otn"
"539","13.764228","matheusfbosa","nginx","go","unknown","postgresql","23","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/matheusfbosa"
"540","35.138211","mateus4k","haproxy","go","unknown","postgres","23","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mateus4k"
"541","35.292683","victor-macedo","nginx","go-chi","unknown","postgresql","23","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/victor-macedo"
"542","72.365854","emiliosheinz-fumegalli-node","nginx","node.js","nest.js","postgresql","23","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/emiliosheinz-fumegalli-node"
"543","9.569106","arthur-rust-go-c","custom","rust","unknown","custom","25","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/arthur-rust-go-c"
"544","34.666667","vitorrt-nodejs","nginx","nodejs","unknown","postgres","25","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/vitorrt-nodejs"
