"Rank","AvgTotal","Folder","AvgCredito","AvgDebito","AvgExtrato","AvgValidacoes","LoadBalancer","Language","Framework","Database","SuccessCount","ErrorCount","Link"
"653","517.658488","gabrielhsferreira","430.468127","579.560792","129.699462","502.691057","custom",".NET","unknown","PostgreSQL","4984","56519","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gabrielhsferreira"
"654","73.3147","adamatti-bun","75.623011","72.220726","65.230108","175.601626","nginx","bun","express","PostgreSQL","4876","56627","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adamatti-bun"
"655","3.788433","lucasmancan","3.835347","3.718356","1.158065","58.585366","nginx","java","jooby","postgres","4433","57070","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lucasmancan"
"656","291.570021","suricat89-mongodb","320.195015","290.267474","23.548387","142.682927","custom","golang","fiber","postgres","3745","57758","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/suricat89-mongodb"
"657","4.434369","jcrjuliano","3.923716","4.297428","1.543011","174.764228","nginx","Java","unknown","Postgres","2933","58570","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/jcrjuliano"
"658","75.005236","oneabrante","76.671098","74.659077","57.465054","182.886179","nginx","node.js","unknown","postgresql","2348","59155","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/oneabrante"
"659","245.976749","suricat89-postgres","262.521601","248.716742","16.32043","163.95935","custom","golang","fiber","postgres","2115","59388","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/suricat89-postgres"
"660","3.088386","danielmorello-java","3.262538","2.25585","1.123656","273.121951","nginx","java","spring","postgres","2071","59432","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/danielmorello-java"
"661","1.831823","mateusdeitos-node","1.829154","1.732426","2.466667","29.15534","nginx","node.js","unknown","postgres","1948","59535","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mateusdeitos-node"
"662","0.5691","joaovds","0.572105","0.521659","0.943548","11.495146","nginx","go","unknown","postgres","1892","59591","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/joaovds"
"663","1.260657","felipelaraujo","1.235196","1.163767","2.881183","14.213592","nginx","go","unknown","postgresql","1892","59591","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipelaraujo"
"664","11.850186","klimber","11.224673","11.062279","7.636022","511.941748","nginx","Java","unknown","postgres","1892","59591","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/klimber"
"665","4.529893","Vagnerlg","1.04144","4.580232","21.663441","292.463415","custom","java","unknown","postgres","1724","59779","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/Vagnerlg"
"666","1595.28584","accerqueira-bash","1597.918026","1599.586384","1569.775806","169.382114","nginx","bash","unknown","postgres","1478","60025","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/accerqueira-bash"
"667","4.057347","juniorzucareli-dotnet","3.885247","4.08061","1.050538","69.813008","nginx","C#","unknown","postgres","1458","60045","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/juniorzucareli-dotnet"
"668","3262.772206","canabrava","3401.33288","3118.106077","4571.690323","7742.902439","custom","bash","unknown","postgres","1064","60439","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/canabrava"
"669","1585.29553","adamatti-golang","1597.580866","1573.089385","1798.327419","315.943089","nginx","golang","fiber","PostgreSQL","819","60684","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/adamatti-golang"
"670","4.863844","lipe1994_spring","4.073867","4.503555","1.016667","306.764228","","","","","815","60688","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/lipe1994_spring"
"671","9.749573","fbourguignon","9.241239","8.919592","7.257527","397.130081","nginx","Java","micronaut","cockroach","734","60769","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/fbourguignon"
"672","69.791799","dreamagici4n","69.815811","69.63709","72.779032","70.626016","nginx","node","express","mongodb","572","60931","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dreamagici4n"
"673","13.617032","dridev","13.13147","13.772819","11.122043","92.31068","custom","go","unknown","postgres","372","61111","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/dridev"
"674","642.361267","joao0212","646.510675","641.01122","634.658065","524.178862","custom","kotlin","spring_boot","postgres","320","61183","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/joao0212"
"675","1032.283151","boaglio-canabrava-procs","1081.278802","1003.04294","1085.396774","1884.92233","custom","bash","unknown","postgres","255","61228","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/boaglio-canabrava-procs"
"676","144.69738","gilbertojnj-java","142.211833","143.384594","188.39086","340.407767","nginx","java","spring-boot","postgres","179","61304","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gilbertojnj-java"
"677","1650.160399","mdssjc-springboot-java","1711.927795","1539.751009","3452.201075","26.910569","nginx","java","unknown","postgres","105","61398","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mdssjc-springboot-java"
"678","6.792433","nielsonrolim-ror","6.083887","6.750151","1.225806","219.00813","nginx","ruby","unknown","postgres","102","61401","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/nielsonrolim-ror"
"679","1.197307","erickmarx","1.189476","1.077912","1.341398","46.07767","nginx","unknown","bun","postgres","42","61441","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/erickmarx"
"680","3468.196249","gianimpronta-springboot","3569.233686","3360.641024","4548.11129","5899.213592","nginx","java","unknown","postgres","41","61442","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/gianimpronta-springboot"
"681","1908.47579","mourishitz-nest-js","1906.522155","1898.574609","2042.001613","3686.359223","nginx","typescript","unknown","postgres","34","61449","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/mourishitz-nest-js"
"682","7.870045","ygorcarmo","7.802669","7.454892","8.143011","175.786408","nginx","go","unknown","postgres","27","61456","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/ygorcarmo"
"683","0.188719","eigr","0.126183","0.148538","0.146237","28.485437","custom","elixir","unknown","mnesia","26","61457","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/eigr"
"684","3.92515","claudioneves1981","1.880463","3.735073","21.108065","161.067961","","","","","20","61463","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/claudioneves1981"
"685","0.099328","delzin","0.090332","0.076273","0.106989","10.572816","custom","nodejs","unknown","postgres","12","61471","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/delzin"
"686","572.223021","felipefrmelo","523.016314","529.848512","451.993011","28547.427184","nginx","unknown","fastapi","postgres","8","61475","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/felipefrmelo"
"687","4.624856","williansugiyama","5.099748","3.799924","4.544086","232.15534","nginx","unknown","bun","postgres","0","61483","https://github.com/zanfranceschi/rinha-de-backend-2024-q1/tree/main/participantes/williansugiyama"
